investor_count,select_investors,total_raised
15,"Insight Partners, Tiger Global Management, Gradient Ventures",192270000.0
15,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",417250000.0
3,"A&NN, Rusnano",50000000.0
30,"Tencent Holdings, 5Y Capital, Sequoia Capital China",783810000.0
16,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",1127000000.0
25,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",6400000000.0
13,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",5700000000.0
12,"Ignition Partners, Formation 8, CRV",3400000000.0
20,"Japan Post Capital, Globis Capital Partners, Atomico",409600000.0
9,"Accel, D1 Capita Partners, Greenoaks Capital Management",526500000.0
25,"Rethink Impact, Work-Bench, RRE Ventures",296200000.0
18,"Northern Light Venture Capital, Xiaomi, FutureX Capital",1150000000.0
13,None,5360000000.0
5,"Benchmark, Altimeter Capital, Quiet Capital",133120000.0
26,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",3484000000.0
20,"Northzone Ventures, White Star Capital, Novator Partners",667380000.0
14,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",209930000.0
11,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",3000000000.0
7,"Insight Partners, Warburg Pincus, Ayala Corporation",4750000000.0
7,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",314610000.0
6,"Gauss Ventures, Ventura Capital, dmg ventures",339200000.0
4,CDIB Capital,118640000.0
23,"ClalTech, Vertex Ventures, Oryzn Capital",5320000000.0
20,"Sequoia Capital, Paradigm, Pantera Capital",167700000.0
10,"8VC, Activant Capital, GLP Capital Partners",490100000.0
20,"Khosla Ventures, Green Innovations, Founders Fund",322160000.0
5,"SoftBank Group, Maverick Capital",3150000000.0
7,"Breega Capital, Iris Capital, 360 Capital Partners",446700000.0
9,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",4050000000.0
15,"DCM Ventures, IDG Capital, Siam Commercial Bank",4550000000.0
2,"Blackstone, Bessemer Venture Partners",0.0
8,"Trustbridge Partners, Hony Capital, IDG Capital",3900000000.0
11,"JTC Group, Qatar Investment Authority, Fidelity Investment",905620000.0
12,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",488500000.0
9,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",350710000.0
31,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",454130000.0
13,"Venrock, CVF Capital Partners, ARCH Venture Partners",294650000.0
7,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",3000000000.0
1,Automobile Industry Guidance Fund,1333000000.0
2,"The Carlyle Group, CVC Capital Partners",18580000.0
2,Sequoia Capital,18580000.0
22,"Insight Venture Partners, Lowercase Capital, Polaris Partners",861690000.0
15,"Founders Fund, Khosla Ventures, Goldman Sachs",383020000.0
16,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",3000000000.0
9,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",170200000.0
16,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",3350000000.0
8,"SOSV, Khosla Ventures, Lerer Hippeau",250830000.0
10,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",330930000.0
12,"Blumberg Capital, American Express Ventures, BDC Venture Capital",469740000.0
20,"General Catalyst, Eleation Capital, Avenir Growth Capital",515900000.0
15,"YL Ventures, Redpoint Ventures, GGV Capital",6320000000.0
6,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",116300000.0
25,"Thrive Capital, Tiger Global Management, Temasek",659100000.0
10,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",544930000.0
9,"Alta Partners, Questa Capital, Echo Health Venturesl",406960000.0
15,"Insight Partners, Sequoia Capital, Index Ventures",195300000.0
26,"Threshold Ventures, Baseline Ventures, Harrison Metal",312500000.0
17,"Eurazeo, IDInvest Partners, Balderton Capital",664450000.0
13,"DataTribe, Energy Impact Partners, AllegisCyber Capital",364200000.0
9,"Crosslink Capital, .406 Ventures, Sapphire Ventures",240500000.0
21,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",246120000.0
19,"Greycroft, Lerer Hippeau, Geekdom Fund",275750000.0
24,"Gobi Partners, 500 Startups, Ondine Capital",597350000.0
13,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",261300000.0
6,"SoftBank Group, Access Industries, Crossbeam Venture Partners",220650000.0
13,"Index Ventures, Temasek, Portag3 Ventures",363170000.0
36,"Salesforce Ventures, Seedcamp, OMERS Ventures",924310000.0
15,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2650000000.0
15,Carsales,2650000000.0
27,"Boxin Capital, DT Capital Partners, IDG Capital",137130000.0
15,"Alta Partners, General Catalyst, Jove Equity Partners",2980000000.0
19,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",391520000.0
20,"Yabeo Capital, SBI Investment, Vulcan Capital",402460000.0
6,"TPG Growth, Goldman Sachs",3250000000.0
10,GAM Holding,327200000.0
5,"People Electrical Appliance Group China, Zhongrong International Trust",968860000.0
7,"next47, First Round Capital, Sequoia Capital",139640000.0
15,"Sequoia Capital, Bain Capital Ventures, enaya Capital",4960000000.0
27,"Mayfield Fund, Shasta Ventures, L Catterton",431400000.0
10,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",415790000.0
12,"Blackbird Ventures, IndexVentures, Tiger Global Management",222810000.0
12,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",222810000.0
5,"Technology Crossover Ventures, Accel, Aker",346800000.0
13,"March Capital Partners, HOF Capital, Emergence Capital Partners",312570000.0
20,"BEENEXT, World Innovation Lab, Light Street Capital",222340000.0
39,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",150930000.0
19,"Zeev Ventures, Menlo Ventures,Crosslink Capital",539600000.0
12,"Initialized Capital, Sound Ventures, TI Platform Management",256060000.0
21,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",420160000.0
11,"QED Investors, DST Global, Left Lane Capital",336200000.0
2,"IFC, Ajinomoto",5560000000.0
8,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",224350000.0
8,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",185520000.0
7,"Sequoia Capital China, Warburg Pincus, IDG Capital",92440000.0
15,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",198480000.0
11,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",70590000.0
8,"Sequoia Capital, General Atlantic",2080000000.0
13,"GGV Capital, QiMing Venture Partnersl",763700000.0
4,"Warburg Pincus, Aviation Industry Corporation of China",7100000000.0
11,"Volkswagen, Access Industries, Vostok New Ventures",1057000000.0
5,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",260350000.00000003
12,"Morningside Ventures, Capital Today, JOY Capital",5000000000.0
10,"Legend Capital, CDH Investments, Sequoia Capital China",100120000.0
13,"Source Code Capital, Meituan Dianping, Tencent Holdings",547270000.0
1,SoftBank Group,502500000.0
27,"New Enterprise Associates, Founders Fund, Google Ventures",7140000000.0
7,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",179850000.0
9,"Norwest Venture Partners, Accel, Tiger Global Management",341680000.0
19,"Max Ventures, Mangrove Capital Partners, 14W",2780000000.0
31,"Moonshots Capital, BoxGroup, Blu Venture Investors",273070000.0
13,"Sequoia Capital, Y Combinator, F-Prime Capital",2500000000.0
15,"Deciens Capital, Bezos Expeditions, 500 Startups",302600000.0
46,"Digital Currency Group, Draper Esprit, Korelya Capital",466380000.0
9,"Amiti Ventures, Playground Global, Aleph",226600000.0
10,"Source Code Capital, Coatue Management, DCM Ventures",342370000.0
6,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",274150000.0
7,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",214550000.0
18,"Kaszek Ventures, SOSV, Tiger Global Management",395840000.0
12,"Felicis Ventures, Index Ventures, Blackbird Ventures",258300000.0
21,"Insight Partners, Coinbase Ventures, PayPal Ventures",235750000.0
16,"Global Founders Capital, Shea Ventures, Greycroft",1467000000.0
10,"VGames, Lakestar, Galaxy Interactive",126500000.0
8,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",310320000.0
6,"Coatue Management, Index Ventures, Founders Fund",217500000.0
22,"Y Combinator, Andreessen Horowitz, Wonder Ventures",224150000.0
3,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",1500000000.0
29,"Spark Capital, Google Ventures, CRE Venture Capital",374610000.0
22,"Nyca Partners, Index Ventures, Technology Crossover Ventures",268120000.0
9,"Insight Partners, Softbank Group, Connect Ventures",1000000000.0
10,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",3810000000.0
21,"Accomplice, Polychain Capital, GoldenTree Asset Management",169200000.0
2,"PSG, ION Crossover Partners",2450000000.0
42,"Chiratae Ventures, Accel, Kalaari Capital",679400000.0
20,"Fifty Years Fund, Refactor Capital, Temasek",443070000.0
13,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",318750000.0
14,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",253460000.0
14,"Accel, Benchmark, SV Angel",181350000.0
14,"Samsung Ventures, SingulariTeam, BP Ventures",2060000000.0
5,"L Catterton, Franklin Templeton, First Light Capital Group",290000000.0
14,"Index Ventures, Eight Roads Ventures, General Atlantic",300340000.0
15,"Accel, Institutional Venture Partners, Tiger Global Management",192320000.0
11,"Sequoia Capital, General Catalyst, 	Human Capital",136080000.0
9,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",432110000.0
12,"General Catalyst, Origin Ventures, Fontinalis Partners",299280000.0
5,"Amplify Partners, Addition, Madrona Venture Group",121750000.0
11,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",292580000.0
4,"Eastern Bell Capital, Capital Today, Longzhu Capital",658490000.0
7,"China Grand Prosperity Investment, CSC Group",3610000000.0
4,"Baidu, Tencent Holdings",226600000.0
7,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",281380000.0
18,Taigang Venture Capital,433720000.0
1,General Atlantic,3000000000.0
5,"Sodexo Ventures, SoftBank Group",3030000000.0
7,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",328170000.0
18,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2280000000.0
20,"Temasek,	BUILD Capital Partners, 	Northzone Ventures",150820000.0
9,"Index Ventures, Thrive Capital, Bain Capital Ventures",1430000000.0
18,"Kickstart Fund, General Catalyst, Drive Capital",276070000.0
14,"Initialized Capital, Canaan Partners, Sound Ventures",242050000.0
24,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",163840000.0
15,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",203500000.0
8,"Newion Partners, SmartFin Capital, OMERS Ventures",235890000.0
34,"March Capital Partners, Temasek, Doha Venture Capital",290880000.0
9,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2640000000.0
11,"New Enterprise Associates, Tiger Global management, Tencent",3620000000.0
26,"BNP Paribas, Goldman Sachs, Google",4610000000.0
2,"Phoenix New Media, Tianjin Haihe Industry Fund",150000000.0
22,"Seaya Ventures, Otter Rock Capital, Rakuten",481470000.0
16,"Eastern Bell Capital, SF Holding Co, STO Express",1240000000.0
11,"Orange Digital Ventures, Access Industries",481800000.0
11,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",181100000.0
17,"New Enterprise Associates, CRV, Index Ventures",170500000.0
9,"EQT Partners, Blackstone",476140000.0
20,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",4360000000.0
18,"Sequoia Capital India, Lightbox Ventures, Coatue Management",495210000.0
7,"Sequoia Capital India, Tiger Global Management, Tencent",459780000.0
13,"Goodwater Capital, Entree Capital, Valar Ventures",439250000.0
13,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",163020000.0
13,"Helion Venture Partners, Tiger Global management, CRV",163020000.0
14,"Signal Peak Ventures, Owl Ventures, Jump Capital",385920000.0
26,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",358070000.0
10,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",314280000.0
18,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",437100000.0
8,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",140380000.0
14,"Y Combinator, S Capital, Tenaya Capital",270740000.0
5,"Lightspeed Venture Partners, Access Industries, Eldridge",2020000000.0
16,"Propel Venture Partners, Monashees+, BBVA",720420000.0
10,"DESUN Capital, Yunfeng Capital, Meridian Capital",79280000.0
14,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",721190000.0
15,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",497190000.0
11,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",2920000000.0
12,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",155920000.0
18,"8VC, Bedrock Capital, Broom Ventures",287390000.0
19,"Menlo Ventures, Resolute Ventures, IA Ventures",411200000.0
10,"Marchmont Ventures, BMW i Ventures, Index Ventures",274590000.0
14,"Atinum Investment, Company K Partners, GIC",331230000.0
19,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",210500000.0
21,"MHS Capital, NextView Ventures, Mayfield Fund",453010000.0
1,Goldman Sachs,66160000.0
17,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",361440000.0
33,"SC.Holdings, Not Boring Capital, Bolt Ventures",1150000000.0
15,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",339110000.0
4,"ARCH Venture Partners, Ally Bridge Group",94400000.0
12,"BlueCross BlueShield Venture Partners, US Venture Partners",542410000.0
10,None,1013000000.0
11,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",559050000.0
18,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",230550000.0
6,"Coatue Management, H Capital, Capital Today",11540000.0
7,"N5 Capital, CR Capital Mgmt, JD Digits",3100000000.0
3,"Insight Partners, Silversmith Capital Partners, Spotify",0.0
16,"Kaszek Ventures, QED Investors, International Finance Corporation",824590000.0
20,"Bessemer Venture Partners, Menlo Ventures, Anthermis",4350000000.0
9,"SignalFire, GLP Capital Partners, Google Ventures",399700000.0
10,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2900000000.0
13,"Liberty City Ventures, Soros Fund Management, Summer Capital",207300000.0
15,"LocalGlobe, Kinnevik, Felix Capital",408580000.0
2,"Left Lane Capital, Walden Venture Capital",1250000000.0
2,"Zeev Ventures, GSV Ventures",2000000000.0
17,"Initialized Capital, General Catalyst, Kraken Ventures",101620000.0
10,"Chromo Invest, Maersk Growth, BlackRock",345200000.0
9,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",171050000.0
7,"Social Capital, Bessemer Venture Partners",1630000000.0
20,"FirstMark Capital, Tiger Global Management",240250000.0
2,"Mitsubishi Corporation, Mayfair Equity Partners",2560000000.0
15,"IDG Capital, Gaocheng Capital, Chuanrong Capital",227340000.0
19,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",246100000.0
14,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",5950000000.0
6,"Passion Capital, Hedosophia, 	Outrun Ventures",116200000.0
53,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",622120000.0
31,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2600000000.0
12,"Dila Capital, Framework Ventures, 3L",2550000000.0
4,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",155900000.0
6,"Tencent Holdings, Tiger Global Management, Global Founders Capital",156340000.0
11,"Madrona Venture Group, Banner Ventures, FJ Labs",2470000000.0
8,"Sequoia Capital, Y Combinator, Accel",159120000.0
4,"TSG Consumer Partners, Crowdcube",296770000.0
18,"Tencent Holdings, Delta Capital, Redpoint Ventures China",470520000.0
8,"Nextech Invest, Casdin Capital, Google Ventures",7000000000.0
4,"Trane Technologies, Honeywell",101970000.0
12,"Shunwei Capital Partners, 5Y Capital, Legend Capital",0.0
22,"Cool Japan Fund, JAFCO, The Carlyle Group",911620000.0
9,"Wamda Capital, Endeavor, Riverwood Capital",166200000.0
12,"Alibaba Group, KKR, Goldman Sachs",8000000000.0
16,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",267400000.0
3,ICG,11300000.0
12,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",345500000.0
15,"Georgian Partners, Silver Lake, Presidio Ventures",263900000.0
15,"Accel, Greycroft, Advancit Capital",263900000.0
14,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",1950000000.0
9,"Speedinvest, Valar Ventures, Uniqa Ventures",3100000000.0
11,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",267730000.00000003
22,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",175310000.0
8,"SWaN & Legend Ventures, Revolution Growth, Invus Group",678350000.0
15,"IA Ventures, Khosla Ventures, AME Cloud Ventures",352480000.0
11,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",190730000.0
10,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",3970000000.0
16,"Costanoa Ventures, Data Collective, Salesforce Ventures",1920000000.0
20,"Cherry Ventures, Northzone Ventures, Global Founders Capital",615830000.0
10,"IDG Capital, ZhenFund, Sequoia Capital China",3000000000.0
10,"Partech Partners, Index Ventures, Quadrille Capital",3000000000.0
11,"Newpath Partners, Google Ventures, F-Prime Capital",3150000000.0
11,"Polaris Partners, Insight Partners, Norwest Venture Partners",181500000.0
9,"Qualcomm Ventures, Accel, Canaan Partners",281300000.0
5,"Qualcomm Ventures, Accel, Canaan Partners",361230000.0
8,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",517500000.0
10,"Kinnevik, Softbank Group, Prosus Ventures",201960000.0
12,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",123700000.0
10,"Insight Partners, Salesforce Ventures, Perpetual Investors",276050000.0
5,"Accel, Greylock Partners, Meritech Capital Partners",1460000000.0
22,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",536100000.0
18,"L''Occitane, Trifecta Capital, Bessemer Venture Partners",283880000.0
12,"Craft Ventures, Caffeinated Capital, Operator Collective",111100000.0
16,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",176670000.0
15,"GGV Capital, Tiger Global Management, Greycroft",4300000000.0
12,"SoftBank Latin America Fund, Advent International, Balderton Capital",4450000000.0
4,"Mayfield, Madrona Venture Group, Tiger Global Management",188200000.0
11,"Advent International, Battery Ventures, Sequoia Capital Israel",292500000.0
9,"Paradigm, Andreessen Horowitz, Jump Capital",118500000.0
21,"Jungle Ventures, Helion Venture Partners, INGKA Investments",371690000.0
13,"Norwest Venture Partners, Investcorp, Blackstone",472940000.0
16,"FirstMark Capital, Tiger Global Management, FTX Venture",2510000000.0
11,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",368260000.0
19,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",1003000000.0
8,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",188150000.0
14,"Source Code Capital, Global Logistic Properties, K2VC",553610000.0
16,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",168060000.0
12,"Goodwater Capital, Floodgate, Founders Fund",1970000000.0
19,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",580450000.0
30,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",3207000000.0
1,Advent International,343700000.0
13,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",1740000000.0
14,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",3390000000.0
8,"Venrock, Innovation Endeavors, Insights Partners",1500000000.0
13,"FirstMark Capital, Anthemis, CMFG Ventures",444630000.0
12,"BPI France, Kerala Ventures, Accel",266980000.00000003
20,"Dynamo VC, Susa Ventures, Founders Fund",201040000.0
9,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",193240000.0
15,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",373440000.0
10,"Mithril, iNovia Capital, Foundry Group",558360000.0
7,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",136050000.0
10,"KKR, TowerBrook Capital Partners",1243000000.0
34,"Khosla Ventures, Horizons Ventures, Founders Fund",706600000.0
22,"Spark Capital, Highland Europe, Sunstone Capital",884790000.0
4,"Ardian, Tiger Global Management, KKR",1330000000.0
10,"Opus Capital, Genesis Partners, Battery Ventures",2780000000.0
10,The Carlyle Group,4760000000.0
14,"Accelm Scania Growth Capital, Lakestar",310020000.0
13,"Auriga, Galeo Ventures, Highland Europe",329900000.0
9,"LocalGlobe, Balderton Capital, Target Global",255500000.0
4,"Thrive Capital, Khosla Ventures, Tiger Global Management",1300000000.0
8,"Zeev Ventures, Group11, Chicago Ventures",197670000.0
20,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",265070000.0
18,"Glory Ventures, Maniv Mobility",2170000000.0
18,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2170000000.0
17,"Polychain Capital, Coinbase Ventures, Jump Capital",109400000.0
16,None,4430000000.0
9,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",192500000.0
8,"8VC, Norwest Venture Partners, Tiger Global Management",151600000.0
19,"HV Capital, Softbank Group, BlackRock",750370000.0
22,"Intact Ventures, Munich Re Ventures, General Atlantic",4280000000.0
15,"M13, Lightspeed Venture Partners, Lone Pine Capital",120980000.0
3,"Mangrove Capital Partners,14W. ForgeLight",900000000.0
34,"Khosla Ventures, General Catalyst, Blumberg Capital",553500000.0
91,"Foundation Capital, 	Frontier Ventures, AltaIR Capital",136050000.0
8,"Chiratae Ventures, SoftBank Group, Trifecta Capital",291500000.0
6,"WestBridge Capital, GSV Ventures, Elevar Equity",1660000000.0
12,"Edison Partners, Georgian Partners, VentureLink",287880000.0
7,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",2050000000.0
5,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",53050000.0
15,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",154300000.0
17,"Goldman Sachs, Leonardo DiCaprio, Promecap",285710000.0
1,Inflexion Private Equity,200110000.0
7,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",319890000.0
11,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",153300000.0
8,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",249210000.0
9,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",131940000.0
16,"FundersClub, Y Combinator, Tiger Global Management",219640000.0
22,"Founders Fund, Upfront Ventures, 	01 Advisors",217200000.0
10,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",284520000.0
2,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",62120000.0
5,"Intel Capital, Aviv Venture Capital",77400000.0
20,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",1761000000.0
26,"Accel Partners, Greylock Partners, Lowercase Capital",2810000000.0
25,"SoftBankGroup, Blackrock, Alibaba Group",1776000000.0
11,"Matrix Partners, Passport Capital, Rho Ventures",3000000000.0
8,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",510600000.0
2,None,520000000.0
2,"Silver Lake Partners, General Atlantic",1050000000.0
6,"Banyan Capital, New Horizon Capital, IDG Capital Partners",224400000.0
6,"5Y Capital, Matrix Partners China, K2VC",1200000000.0
7,Woodford Investment Management,345550000.0
14,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2930000000.0
9,"Accel Partners, Comcast Ventures, General Atlantic",324650000.0
6,"Sequoia Capital China, ZhenFund, K2 Ventures",231600000.0
3,"KKR, Alibaba Group, Ping An Insurance",3000000000.0
5,"SAIF Partners China, Baidu, IDG Capital",3200000000.0
3,"China Minsheng Investment, Baidu, Wanxin Media",223290000.0
10,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",3150000000.0
5,Hinduja Group,348500000.0
3,"Tencent, Vcanbio",1990000000.0
3,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2550000000.0
2,"Berkshire Partners, Norwest Venture Partners",0.0
7,"Sequoia Capital China, SIG Asia Investments, ZhenFund",259640000.0
7,"58.com, Tencent Holdings",9900000000.0
6,"Warburg Pincus, Summit Partners, Sands Capital",393790000.0
9,"K2 Ventures, Matrix Partners China, IDG Capital",361250000.0
16,"Standard Chartered, FinSight Ventures, Affirma Capital",6490000000.0
2,"Blue Label Telecoms, Net1 UEPS Technologies",546970000.0
8,"Co-Energy Finance, Grandland",182050000.0
2,"K2 Global, 500 Startups",15400000.0
13,None,8960000000.0
5,"Morningside Venture Capital, IDG Capital, DCM Ventures",3000000000.0
5,"Tencent Holdings, DCM Ventures",6720000000.0
8,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2000000000.0
6,Ginko Ventures,3300000000.0
4,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",630000000.0
31,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",522800000.0
10,"China Investment Corporation, New Enterprise Associates",253020000.0
14,"Silicon Valley Bank, QED Investors, European Founders Fund",613160000.0
12,"C5 Capital, Hemisphere Ventures, The Venture Collective",2300000000.0
4,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",3940000000.0
2,"One Luxury Group, Eurazeo",820000000.0
12,"Qiming Venture Partners, China Broadband Capital, CDH Investments",368600000.0
22,"Prometheus Capital, Matrix Partners China, JD Capital Management",3390000000.0
5,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",696760000.0
2,GCP Capital Partners,51930000.0
28,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1283000000.0
7,"U.S.-China Green Fund, Founder H Fund, Richland Equities",138530000.0
22,"Lakestar, Battery Ventures, New Enterprise Associates",3960000000.0
8,"China Everbright Limited, IDG Capital, iFLYTEK",629580000.0
22,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1700000000.0
6,"Movile, Just Eat, Naspers",591860000.0
9,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",433610000.0
9,"Target Global, UBS Asset Management, Mubadala Capital",433610000.0
20,SoftBank Group,310300000.0
20,"Astanor Ventures, Upfront Ventures, IDInvest Partners",393400000.0
36,"BOC International, TopoScend Capital, Hongxiu VC",287850000.0
8,"JAFCO Co, Bitmain Technologies, IDG Capital",1580000000.0
5,"DST Global, Sequoia Capital China, Gaorong Capital",0.0
17,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",327180000.0
4,China Prosperity Capital,0.0
13,"TAL Education Group, Legend Star, Alibaba Group",306160000.0
11,"SBI Investment Korea, Partners Investment, GIC",2036000000.0
10,"Aglae Ventures, Global Founders Capital, Alven Capital",297500000.0
18,"American Express Ventures, Goldman Sachs, Bain Capital Credit",1365000000.0
19,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",95910000.0
14,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",539680000.0
3,"FTV Capital, Endeavor",4600000000.0
15,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",614440000.0
11,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",588070000.0
6,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",130300000.0
3,"OLX Group, KCK Group, EXOR Seeds",2790000000.0
8,"Union Square Ventures, Altos Ventures, Costanoa Ventures",620000000.0
7,"Lightspeed Venture Partners, Data Collective, 8VC",1920000000.0
30,"JOY Capital, NIO Capital, Blueflame Capital",978400000.0
3,One Equity Partners,8000000000.0
